"HISEI","HOMEPOS","IMMIG","GRADE","GENDER","MATH","W"
72.83,0.3931,1,-1,0,314.0132,975.3854
25.95,0.3541,1,1,1,332.0726,747.6014
68.7,0.3227,1,0,1,520.2298,778.1364
27.91,0.5108,2,0,1,511.2448,552.1778
68.7,1.919,1,0,1,648.9123,867.9743
48.82,0.3081,2,0,0,500.8372,894.287
44.94,-0.9959,1,1,1,527.349,674.9638
81.13,0.7439,1,0,0,475.397,596.8058
70.5,0.096,1,0,1,576.9382,619.6011
51.01,0.5113,1,0,0,479.8326,639.848
81.92,1.8838,1,0,1,387.7517,603.7953
43.85,-0.0873,1,0,0,390.0816,594.5036
21.82,-0.3714,2,0,1,499.061,785.7852
68.7,-0.1029,1,0,1,474.4059,939.5268
65.01,-0.1548,2,0,0,363.5924,901.7008
57,0.2011,1,0,0,411.0827,735.1987
82.41,0.6233,1,0,1,552.9779,700.9747
76.65,0.4369,1,0,0,517.6881,634.1043
30.9,0.5916,1,0,1,506.8422,874.6423
24.45,-0.0258,2,0,1,572.5035,1198.807
25.95,0.0103,1,0,0,488.4091,855.1688
32.5,-0.2016,1,-1,1,355.9468,874.6423
25.04,-1.065,1,0,0,458.5882,754.9125
31.08,-0.9144,3,0,1,399.1523,408.2749
68.88,-0.1823,1,1,1,551.2459,708.7621
68.7,0.538,1,0,1,446.0948,739.4062
68.7,-1.7475,1,-1,1,407.6859,693.1794
25.95,0.4056,2,1,0,361.372,1186.211
17.55,0.22,1,-1,0,279.5076,690.442
25.2,0.2628,2,0,0,493.1309,554.8722
21.96,0.1341,2,1,0,619.4828,605.8636
62.79,-0.0878,1,0,0,383.1908,752.9022
53.77,0.8784,2,0,0,589.3113,509.114
30.78,-0.5063,2,-1,0,417.9084,554.8722
51.56,0.5002,1,0,0,602.0505,410.2264
68.7,1.9194,1,0,1,605.428,618.4042
26.64,-0.6023,1,0,1,467.3074,656.2566
24.53,-1.4195,1,0,0,440.7802,604.3597
36.35,-0.641,1,0,0,526.3479,657.2502
68.7,1.8648,1,0,1,436.4591,801.2896
70.34,0.416,1,0,0,466.5855,664.854
65.01,0.1695,1,0,1,458.8268,578.5244
62.39,0.3258,1,0,0,487.5359,1071.922
28.48,-0.3645,1,0,1,358.1168,684.6931
26.62,0.3347,1,0,0,466.1453,668.0957
76.49,-0.8138,1,1,1,469.5067,1264.121
43.85,0.26,1,0,1,508.7407,528.525
59.18,0.8681,1,0,1,426.6119,739.4062
86.72,-0.2785,1,0,0,618.9204,973.4936
30.78,-0.0781,1,0,1,413.0197,578.5244
70.34,1.1622,1,0,1,496.3539,487.9839
17,-2.9121,1,-1,0,296.1403,487.472
65.01,0.5803,1,1,0,558.9037,885.7158
25.2,-2.2179,2,0,1,307.6793,555.8112
51.25,1.5693,1,1,0,367.1168,842.1916
71.39,0.2868,2,0,0,519.6908,536.1598
44.92,0.6607,1,0,0,426.2013,947.9513
68.7,-0.0399,1,0,1,486.7287,776.2908
65.12,1.335,1,0,1,502.0988,717.3659
70.5,-0.7931,1,0,0,424.5476,638.0784
39.02,0.9239,1,-1,0,346.1335,656.7302
54.27,0.789,2,0,1,377.2445,803.591
27.52,-0.3859,3,0,1,352.5071,656.2566
59.89,-0.82,1,0,1,419.6598,497.1649
60.29,0.2029,1,0,1,420.474,1792.216
71.39,1.1749,1,0,1,549.2999,874.6423
57.99,0.7366,1,1,0,477.2394,655.1455
73.38,0.878,1,0,0,528.5177,837.0659
59.89,0.9461,2,0,0,443.5024,708.6669
63.03,0.2582,1,0,0,397.8364,1143.517
77.88,0.6538,1,0,1,491.5962,1457.534
68.7,0.312,1,1,1,538.8733,868.6357
75.5,0.8898,1,0,0,647.0626,837.0659
57.99,-0.6097,1,0,1,552.5874,939.5268
57.99,0.1988,1,1,0,371.0087,560.3964
20.91,-0.1175,3,-1,0,315.249,1131.283
57.03,-0.3858,1,0,0,455.105,670.8058
68.7,-0.3383,1,0,1,446.9421,1743.588
36.35,-0.5633,2,0,0,367.5954,856.1546
82.41,0.8809,1,0,0,433.033,1039.342
59.18,0.6621,1,0,1,504.3121,638.0784
20.91,-0.4087,2,0,0,414.5797,409.6923
51.5,0.6278,1,0,0,470.9217,588.8771
80.92,-0.8143,3,0,1,606.8292,984.6091
57.99,0.8706,1,0,1,470.0201,809.9561
65.01,1.2047,1,1,1,467.1202,943.9412
57.03,-0.8827,2,0,0,595.4039,1022.545
27.81,0.4166,1,0,0,439.963,856.1546
51.25,1.0928,1,0,0,548.7109,684.1808
39.02,-0.5429,1,0,1,427.8674,817.0923
58.07,-0.2741,1,0,1,389.3977,528.525
76.49,-0.5726,1,1,1,410.2941,471.3478
71.39,0.5465,3,0,0,364.5058,363.2123
57.04,0.0558,1,0,1,344.7009,870.0235
56,-0.8071,1,-1,0,447.1863,1302.116
82.41,0.8081,1,1,0,633.5858,634.4443
71.39,-0.0537,1,1,0,514.9975,846.3171
56,-0.758,1,0,1,407.8799,700.9747
33.76,0.2224,1,0,1,427.131,728.4617
80.46,1.556,1,0,0,573.2395,855.0621
70.34,1.3087,1,0,1,321.0483,736.2656
59.89,1.0284,1,0,1,528.6495,638.0784
65.01,0.4991,2,0,0,503.5902,363.2123
28.48,0.2357,1,0,0,363.0751,678.6486
75.5,0.4803,1,0,1,441.8597,678.8576
86.72,0.2627,1,0,1,491.0202,521.3976
11.74,-0.2828,3,1,1,478.401,762.8979
50.37,-0.467,1,0,1,282.5662,578.5244
81.92,1.355,2,1,1,522.0248,1159.529
68.7,-0.6726,1,0,1,414.6762,809.9561
62.39,0.506,2,0,1,450.3652,936.4965
30.78,-2.0501,1,-1,0,330.3103,670.8058
57.99,-1.1865,2,0,1,422.4167,937.0833
68.7,-1.3732,1,0,1,355.0818,669.7047
35.34,1.3063,2,0,0,660.9686,876.8064
58.07,0.4223,1,0,0,526.8286,948.6838
51.5,-0.0307,1,1,0,370.977,581.705
73.38,0.1817,1,0,0,493.0089,973.4936
62.39,-0.85,1,1,1,578.3357,604.835
82.41,-0.7115,1,-1,0,367.1737,732.4287
68.7,1.1784,1,0,1,428.2202,497.1649
83.5,0.8362,1,0,0,545.1492,588.6187
66.42,1.518,1,0,1,457.1413,528.525
56,-0.3763,1,0,1,577.2543,717.451
31.08,1.1512,2,1,1,478.9449,1286.044
79.05,0.338,1,0,1,570.0209,857.0239
76.49,0.4332,2,0,0,466.7081,880.9258
30.78,-0.7253,1,0,0,497.9441,627.1932
33.76,-0.7879,2,0,0,511.7002,712.6043
66.42,1.7179,1,0,1,557.0762,1014.635
68.7,0.721,1,0,1,428.2626,405.3383
56.35,1.2792,1,0,0,452.1857,1143.517
62.13,0.0957,1,-1,0,429.0091,640.1664
31.08,1.5115,1,1,1,470.1201,815.988
32.5,-0.8228,2,0,0,357.9484,627.1932
18.08,0.4961,2,0,0,519.0532,720.8415
71.39,0.6102,1,0,0,536.6131,720.8415
66.42,-0.2003,1,0,0,628.5729,1039.407
54.55,-0.3303,1,1,0,539.5382,1313.755
68.7,1.0854,1,0,0,621.9272,554.8722
44.14,-0.0951,1,0,0,511.2134,594.0437
27.52,-0.0771,1,0,1,586.7649,1605.444
44.92,-0.5803,1,0,0,434.9056,596.8058
68.7,-0.3035,1,0,1,363.6168,516.37
71.39,1.3848,1,0,1,539.6347,603.7953
70.34,0.7072,1,0,1,445.2612,956.2035
20.95,-0.1716,1,0,0,370.793,901.5883
68.7,0.2365,1,-1,0,370.9795,604.522
62.39,-0.2986,2,1,0,538.8392,1243.448
17.69,0.487,1,0,1,427.6621,425.7823
31.5,-0.9294,3,0,1,462.7771,684.1351
24.53,-0.418,1,-1,0,403.1918,639.848
68.7,-0.2836,1,0,1,441.5504,696.46
56,-0.296,1,0,1,335.7975,578.5244
24.53,-0.0573,1,0,1,327.6449,773.6328
73.91,0.8427,1,0,1,560.8572,619.6011
79.74,-0.2969,2,0,1,364.945,603.7953
51.01,-0.3917,1,-1,1,352.9238,565.2137
58.77,1.7391,1,0,1,523.1419,1792.216
38.88,-0.0597,2,0,1,402.3809,867.3384
26.92,-0.1829,1,0,0,535.7486,410.2264
43.85,0.4568,1,0,1,493.1194,795.5073
24.53,-1.5217,1,-1,0,337.1541,754.9125
16.5,-0.0081,1,0,1,380.2935,642.6207
76.49,0.7852,1,1,0,622.7496,786.943
79.05,1.4974,1,0,1,503.2928,619.6011
76.98,-0.1432,1,0,0,576.1084,785.0401
31.46,0.4416,3,1,1,618.2862,871.0948
70.5,-0.7798,1,0,0,595.0723,894.287
33.66,-1.0163,1,0,0,535.3024,884.231
57.03,0.0449,1,0,0,452.1298,549.4401
25.95,0.5332,1,0,0,495.5241,876.8064
57.99,-0.0718,1,0,1,408.6869,684.6931
62.45,0.5154,1,0,0,568.5663,1432.356
75.5,1.3565,1,0,1,654.8473,917.1685
32.5,-0.5412,1,0,1,516.5306,867.3384
68.7,1.1567,1,-1,0,408.067,1340.507
65.12,-0.0332,2,0,0,494.6937,752.9022
24.53,-1.4332,2,-1,0,327.8297,523.3733
65.01,0.6472,1,1,0,477.3483,598.4125
71.39,-0.0107,1,0,1,451.0398,1060.04
11.01,-0.5665,3,0,0,293.2678,363.2123
70.5,0.0528,1,1,1,554.087,688.4126
32.5,0.1026,1,0,1,373.6027,773.6328
73.91,2.3037,1,0,0,599.7251,568.636
59.76,0.6613,1,0,0,584.6576,869.9329
57.03,-0.7129,1,1,0,432.0285,965.922
65.23,0.0889,1,0,0,436.6835,843.5551
76.65,1.0657,1,0,1,499.5283,603.1797
76.65,0.2985,1,0,1,456.0161,557.7143
16.5,-1.4091,1,-1,1,455.8506,830.3831
73.71,1.4086,1,0,1,640.8676,678.8576
59.89,-1.1738,3,0,0,327.4629,652.6496
35.34,-0.5192,1,0,1,440.8755,528.525
75.5,1.7624,1,0,1,531.7614,1014.635
41.22,0.4072,1,0,1,513.9546,1750.147
26.85,0.7175,2,1,1,465.2363,797.9919
27.61,-0.7537,1,-1,0,330.456,640.1664
39.02,0.0211,1,1,0,510.975,555.1198
65.01,1.9451,1,1,1,385.438,1454.779
17,2.1518,1,-1,1,466.1051,528.525
75.54,-0.1862,1,-1,0,386.3738,751.3576
57.04,1.9327,1,0,1,481.8754,932.9773
85.41,1.1644,3,0,0,459.6202,363.2123
54.92,0.5551,1,0,0,474.9072,638.0784
75.13,0.784,1,0,0,570.7488,876.8064
32.2,-1.3922,1,0,0,419.1142,673.3137
50.05,0.767,2,-1,0,392.8582,658.7812
59.76,0.4829,1,0,1,465.6683,662.7367
50.15,0.1927,2,0,0,433.5708,554.8722
81.92,1.9302,1,1,1,574.1702,919.8023
60.92,-0.0599,1,-1,0,411.8943,470.4826
16.5,-0.1386,1,0,1,413.6008,684.1351
79.05,-0.3388,1,0,0,574.3658,1022.545
59.89,-0.6278,2,1,1,390.4818,814.068
76.49,-0.5659,1,0,0,511.6771,517.2882
18.13,-0.5924,3,0,1,525.2917,557.7143
68.7,0.3058,1,0,0,458.1317,827.5847
50.15,-0.1272,3,0,1,439.6407,603.1797
73.91,0.4613,2,0,0,423.3525,485.2478
62.45,0.4286,2,0,0,469.9553,667.426
65.01,0.7631,1,0,0,533.7446,694.2956
73.91,1.2095,1,1,0,630.9076,749.8203
74.79,-1.1331,1,0,1,498.2285,728.4617
58.07,-1.1404,1,0,0,540.7966,657.2502
73.71,2.3387,1,-1,0,601.4969,1340.507
57.37,0.7674,2,0,0,634.1393,1039.407
24.53,0.4848,1,0,0,452.1489,863.4596
14.21,-1.6622,1,-1,0,325.9501,678.6486
58.07,-0.4029,1,0,1,454.4704,984.6091
56,-0.6233,1,0,0,374.8572,751.3576
17.69,-0.1298,1,0,1,389.9173,809.501
74.66,0.3519,1,0,1,454.3927,728.2187
56,0.0536,1,0,0,527.0622,627.1932
23.57,-0.5688,1,0,1,330.3981,656.2566
75.25,-0.7454,1,0,0,561.8477,869.9329
68.7,0.1262,1,0,0,472.3473,869.9329
66.42,-1.0167,1,0,1,576.2513,776.2908
57.04,0.9606,1,0,1,414.9815,497.1649
78.86,0.1736,1,0,1,453.2952,521.3976
51.56,0.2589,1,0,1,414.614,619.219
59.76,0.0678,1,1,1,419.8261,421.9622
65.01,0.6677,1,0,0,483.9818,694.2956
58.07,0.6451,1,0,1,417.5483,936.4965
68.7,0.12,1,-1,1,449.1254,487.9839
25.95,-0.5072,2,0,0,360.3883,561.7039
65.12,2.0385,1,0,0,465.9573,884.0386
36.35,-0.5875,1,1,1,354.0627,1030.614
70.89,1.12,1,-1,0,544.2394,604.522
86.72,-0.3464,1,0,0,370.5228,670.8058
35.34,-0.9914,1,0,1,347.971,414.1503
16.5,-0.5566,1,-1,1,310.6642,943.1797
79.05,-0.3623,1,0,0,573.6388,684.1808
28.52,-0.1917,1,0,0,378.6897,1039.169
28.48,1.3344,1,0,1,468.2727,1213.734
76.49,0.3169,1,0,0,505.2625,975.3854
82.41,2.0046,1,0,0,449.3508,471.0894
29.16,0.4079,2,0,1,475.4354,516.37
74.79,-0.6777,1,0,1,498.9115,1014.635
43.85,-0.0642,2,0,0,306.7296,610.6153
28.97,1.2987,1,0,1,421.7196,637.9078
81.92,0.9268,1,0,1,628.8535,922.5173
65.12,-0.6701,3,1,1,403.2392,1454.779
17,0.2553,2,-1,0,403.3668,652.6496
19.83,0.4934,1,1,1,437.9117,920.6478
85.41,1.2099,1,0,0,616.0492,651.4933
66.42,0.1578,1,0,0,437.3112,694.2956
29.16,-1.1049,1,0,1,364.7885,583.2306
88.7,-0.2601,1,0,1,423.5831,1014.635
24.53,-1.0709,1,-1,1,255.5457,555.8112
33.76,0.0761,3,0,1,521.878,2282.984
36.35,-0.6127,3,0,0,497.7285,991.338
17,-2.233,1,0,0,476.4611,843.5551
43.85,0.8143,3,0,1,478.6882,727.6845
31.08,0.6834,2,0,0,494.4211,594.0437
32.2,-1.3656,1,0,1,356.3033,561.7039
78.86,-0.042,1,0,0,523.1152,640.7802
72.94,0.5409,1,0,1,397.9674,940.716
23.47,0.3674,1,0,1,362.1716,578.5244
24.53,-1.1062,1,-1,1,381.2655,642.6207
57.03,-1.052,1,0,0,456.8859,863.4596
68.7,0.5173,2,0,0,556.1556,1039.342
73.38,0.4907,3,0,1,418.5786,423.6999
79.74,-1.2432,2,0,1,533.6437,868.3156
50.15,1.2692,2,0,0,488.5881,373.1028
86.72,2.4075,1,1,1,548.3664,839.2572
17,-0.1199,1,1,0,364.893,630.81
36.97,0.1261,1,-1,0,396.4628,496.737
65.01,1.8748,2,1,1,465.0609,1207.658
56.57,0.5672,1,0,0,579.0939,471.0894
17.69,0.0555,2,0,1,386.8466,671.4904
70.89,1.1823,1,0,0,448.0432,1217.909
76.49,1.2147,1,1,1,620.7374,787.4302
76.49,1.3059,1,0,0,538.2062,694.0331
28.97,-0.4689,2,0,1,453.3935,619.219
25.95,0.127,2,0,1,436.7957,776.2908
76.65,-1.2798,1,0,1,508.5981,717.451
76.65,-0.3919,2,1,0,517.0069,885.7158
60.92,1.3275,1,1,1,548.3213,770.5882
43.85,-1.5444,1,1,0,274.925,594.0274
21.13,-0.7212,1,0,1,530.4625,642.6207
73.91,1.0932,1,0,1,364.8432,1075.836
16.5,-0.0666,1,-1,0,385.7563,1644.964
43.85,0.4902,1,0,0,439.315,425.6052
80.92,1.9107,1,0,0,642.7773,725.3383
17,0.0374,1,-1,0,628.7689,1890.195
82.41,1.0051,1,1,1,557.9783,896.0602
37.22,-0.4532,1,0,0,525.6637,774.4093
67.11,1.0436,1,0,1,451.1673,1230.779
62.39,-0.7184,1,0,0,478.414,673.6087
74.79,0.8876,1,0,0,502.9892,788.0799
36.35,0.6433,1,0,1,486.342,1750.147
68.7,-0.6166,1,0,0,419.8985,604.3597
24.98,0.1704,2,0,0,358.0841,667.426
51.25,-0.7101,1,0,0,515.7387,788.0799
35.07,0.4716,1,1,1,519.7993,889.4362
47.74,0.6272,1,0,0,645.2171,780.4352
16.38,-0.1666,1,0,0,575.3938,549.4401
39.02,-0.5596,1,0,0,448.2746,855.1688
79.05,-0.3009,1,1,1,494.3573,688.4126
24.53,-0.9808,1,0,1,371.3715,647.1371
26.64,0.1818,1,0,0,427.5338,567.7518
33.76,-0.0557,1,0,0,392.1452,673.3137
68.7,0.6127,1,0,0,399.4085,692.2781
33.76,-0.9389,2,1,1,492.4019,801.8572
82.41,1.5622,1,1,0,509.1821,797.4174
59.89,-0.4507,1,0,0,485.2522,835.1373
70.09,0.8111,2,0,1,494.3515,423.6999
26.85,-1.2102,1,-1,0,441.6877,474.3981
68.7,0.0797,1,0,1,385.9104,1345.683
80.92,1.7942,1,0,1,500.9651,678.8576
75.54,-0.5596,1,0,0,460.3199,549.4401
21.82,0.6148,1,0,1,494.1571,877.4436
51.35,-0.1598,1,1,0,366.4201,1063.373
79.74,-0.4319,2,0,1,462.1039,785.7852
25.95,-0.4906,2,0,1,370.1488,875.2265
46.73,0.272,1,0,0,470.9274,855.1688
73.71,0.6638,1,0,1,659.8471,577.0671
25.95,0.2053,3,-1,1,416.5342,557.7143
76.49,1.4921,1,0,1,491.794,678.8576
24.98,-0.4842,1,0,1,405.9371,809.9561
74.66,-0.9845,2,0,0,585.2553,884.0386
81.13,1.0946,3,0,0,386.9974,1039.342
54.55,0.7202,1,0,1,403.7528,932.9773
73.91,-0.1712,1,0,1,440.1924,718.4232
19.66,-1.2448,1,-1,1,478.952,870.0235
81.13,0.9725,1,0,0,550.1686,700.969
30.9,0.0339,1,0,0,410.6854,652.6496
31.08,-2.0684,2,0,0,340.5236,474.3981
60.29,-0.3244,1,-1,0,434.0246,991.338
76.65,0.439,1,0,0,577.656,2060.563
48.1,0.8337,1,0,0,405.6943,684.1808
51.01,0.7344,1,1,0,398.7389,981.3942
88.7,-1.1173,1,0,0,294.3106,485.2478
41.27,-0.2493,1,0,0,487.0145,485.2478
81.4,0.8469,1,0,0,616.2678,856.1546
62.39,1.1392,2,0,1,588.1557,603.7953
57.68,0.655,1,1,1,449.0514,421.9622
44.94,0.5151,3,1,0,621.3872,359.5035
14.57,0.3688,1,0,0,467.6457,843.1102
80.78,1.3089,1,0,1,539.2141,728.2187
86.72,0.8516,2,1,1,690.2353,628.3673
88.7,0.0723,2,0,0,501.3266,536.1598
35.34,0.9588,1,0,0,437.3126,1340.507
25.04,-0.6141,1,0,0,622.3918,1751.377
36.35,-1.0885,1,1,1,447.5451,1106.754
70.5,0.305,1,1,1,593.768,1405.316
27.52,-0.1044,1,1,1,479.0741,627.7474
25.04,-0.7662,1,1,1,452.921,705.983
76.49,0.8598,1,0,0,671.4532,799.4975
78.86,0.3631,1,0,0,457.6494,474.3981
88.7,1.3561,1,0,1,439.4747,939.5268
27.81,0.3114,2,0,0,340.7752,449.6594
46.76,0.162,2,0,0,396.6613,474.3981
25.04,0.665,1,0,0,556.5965,754.9125
88.31,0.2886,2,0,0,493.306,1432.356
31.08,-0.0258,1,1,1,521.5509,705.983
68.7,0.2352,2,0,1,536.5881,830.3831
82.41,-0.627,1,1,1,566.3983,901.4194
65.12,-0.7536,3,0,0,295.2912,634.1043
68.7,0.4453,1,0,1,472.7517,857.0239
24.53,-1.7204,3,0,1,399.4668,736.6283
75.54,1.3812,1,1,1,349.7923,962.3206
66.42,-0.4152,1,-1,0,404.8224,594.0437
20.95,0.5362,2,0,0,438.1017,995.1476
24.68,0.4941,1,0,1,416.3479,799.6732
82.41,1.2179,1,0,0,593.8608,884.231
17,-0.6025,2,1,0,399.8577,885.7158
76.49,1.0091,1,0,0,403.6354,843.1102
77.88,1.3633,1,0,0,491.5611,708.6669
76.65,0.77,1,0,0,623.8929,673.3137
66.42,0.7959,1,1,1,446.4381,770.5882
30.49,-0.2695,1,0,0,337.8732,880.9258
60.29,-0.6532,1,-1,0,369.0305,913.581
68.7,-0.1765,1,0,0,452.6477,1217.909
60.29,0.3847,1,1,1,484.4228,1240.139
73.91,0.6703,1,0,0,428.6379,694.2956
29.16,-0.0381,2,0,0,599.63,794.8265
17,-0.9227,1,-1,1,311.6055,565.2137
51.5,-0.6523,1,-1,0,401.5039,777.3291
76.49,-0.1653,1,0,1,424.4981,603.1797
62.13,-0.7195,2,1,1,475.2931,796.1624
59.89,-0.7635,1,0,0,497.1923,798.179
51.56,-0.6706,1,0,1,416.464,776.2908
62.39,-1.2563,1,0,1,302.2272,405.3383
82.41,0.5761,1,0,0,633.3424,977.3989
71.39,0.3613,1,0,0,462.0675,735.1987
66.42,4.9111,1,0,0,531.0338,692.2781
35.07,1.1471,1,0,0,377.2345,604.522
26.64,-0.9957,1,1,1,496.7026,1242.162
65.12,1.752,1,0,1,519.5345,603.7953
71.39,0.1668,1,-1,0,393.0701,496.737
27.91,-0.6127,2,0,1,368.2388,669.7047
17,-0.7139,1,0,0,398.7516,409.6923
46.38,-0.0635,2,0,1,544.7124,577.0671
30.78,-0.4942,1,1,0,504.6217,842.1963
51.92,-0.3194,1,0,1,440.0688,984.6091
17,-0.0929,1,0,1,425.9124,874.6423
39.04,0.0508,1,1,1,387.8684,815.988
43.85,-0.9768,1,-1,1,360.2174,898.1214
75.5,0.7436,1,0,1,559.4107,797.1312
75.13,0.7785,1,0,0,417.6374,1262.969
68.7,-0.5288,1,0,0,402.5117,1086.259
75.54,1.9456,1,0,1,576.5914,943.1797
68.7,0.2223,1,0,0,277.9334,690.442
51.01,-0.2859,1,1,1,509.3114,776.8726
30.9,-0.2444,1,0,1,605.4403,778.1364
76.65,0.088,1,1,1,490.3828,993.2244
76.49,0.8153,1,0,0,582.8425,700.969
76.65,1.1494,1,0,0,574.3813,788.0799
71.55,0.4354,3,1,1,612.0609,1072.886
81.4,1.0808,1,0,0,515.03,822.0018
62.39,0.698,1,1,1,459.1767,889.4362
73.91,-1.4143,1,0,1,344.0522,817.0923
86.72,1.1563,1,0,0,599.079,1071.922
50.57,0.7741,1,0,0,447.2681,670.8058
85.85,0.9309,1,1,1,405.7979,772.7108
56,-0.4529,1,1,1,472.9946,1242.162
11.74,-0.746,1,-1,0,467.9167,554.8722
57.38,0.0356,1,0,0,381.0577,1284.469
24.85,-0.42,1,-1,1,345.8788,613.9698
71.72,0.7185,1,1,1,458.7488,896.0602
62.39,1.3673,1,1,1,433.9339,756.883
65.01,1.2461,1,1,0,564.1949,1246.427
65.01,-0.3808,1,1,1,376.2317,943.9412
76.49,0.0662,1,0,0,527.1662,485.2478
29.73,1.2321,3,0,0,556.9548,670.632
65.12,-0.0287,1,0,1,524.8468,557.7143
58.07,0.4818,1,0,1,434.6489,867.8157
88.7,1.4926,1,0,0,379.243,735.1987
81.92,-0.5342,1,0,1,461.6945,717.3659
21.96,0.7,1,0,0,390.8303,1340.507
62.39,0.5639,1,0,0,512.433,799.4975
66.42,0.826,1,1,1,497.3026,972.6963
71.39,0.6617,2,1,1,629.7135,1504.235
37.83,-0.5137,2,0,1,388.2025,644.5503
70.89,-0.132,1,0,1,394.1759,678.8576
51.5,-1.2438,1,1,0,368.5257,581.705
21.82,0.7291,2,0,1,561.1857,956.2035
50.15,0.3172,2,0,1,416.3906,797.1312
43.85,-1.0972,2,0,0,431.4026,961.7906
17.53,-1.2084,2,0,0,448.3801,735.1987
63.31,0.9334,1,0,0,541.0223,611.724
68.7,-1.102,1,0,1,407.038,640.1664
22.75,0.1738,1,0,0,492.2318,604.522
27.91,0.6274,1,0,1,509.3058,528.525
43.85,0.3835,1,1,0,551.4021,751.8813
17,-1.2129,1,0,0,303.095,604.3597
59.89,0.5526,1,0,0,371.705,657.2502
25.95,0.3475,1,1,0,572.3275,833.5526
25.95,-0.5188,1,1,0,355.8191,943.9412
30.9,-0.4415,1,0,1,460.0328,516.37
63.31,1.1513,1,0,0,341.167,1131.283
55.96,0.5831,1,0,1,490.1538,942.5247
77.88,0.5945,1,0,1,476.3789,1262.874
30.78,0.5608,1,0,0,353.0339,604.3597
33.76,0.4886,1,0,0,541.7163,785.0401
81.92,-0.8826,2,0,0,648.674,1890.195
31.08,-0.1512,1,0,0,396.6987,792.6705
11.74,-0.7253,2,0,1,324.519,728.4617
30.78,1.1009,1,0,0,480.4128,884.231
17.69,-0.0782,2,0,0,291.6401,782.9034
54.27,-0.3168,1,0,1,469.7185,1712.691
57.64,0.511,1,0,0,460.7818,771.7018
65.12,-0.0013,1,0,1,272.6134,670.317
81.92,0.9246,1,2,1,687.2347,611.5021
85.41,1.2701,1,0,0,514.4334,720.8415
81.92,1.7141,1,0,0,531.9158,1217.909
59.76,0.854,1,0,0,631.3529,720.8415
79.05,0.2182,1,0,0,525.4738,712.6043
68.7,-0.8035,1,0,1,319.8478,684.6931
18.03,-0.2291,2,0,0,487.9165,610.6153
68.7,-0.4866,1,0,1,477.5032,687.766
60.29,2.6619,1,0,1,545.933,557.7143
74.66,1.4756,2,0,1,542.6969,736.2656
71.39,0.4111,1,1,1,517.7568,1029.475
16.38,-2.2,2,1,0,367.072,902.6764
55.25,0.0259,1,0,1,424.8632,584.6938
75.5,0.6762,1,0,0,508.1421,640.7802
78.86,0.1175,1,0,1,418.5465,552.1778
39.02,-0.545,1,0,1,441.7981,726.7811
62.39,1.0178,1,0,1,444.7871,727.6845
71.39,-0.4565,2,1,0,346.6073,651.9373
17,0.0053,2,0,1,479.3781,809.501
50.57,-0.1532,1,0,1,401.9388,1014.635
27.91,-0.6515,2,1,1,454.5542,648.1742
73.38,-1.0035,2,0,0,401.8427,694.0331
68.54,-0.4994,1,0,0,626.9377,799.4975
58.77,-0.0616,2,0,0,325.2899,567.7518
71.39,1.0814,1,0,0,599.7269,692.2781
75.5,1.0235,1,1,0,623.717,786.943
39.02,-0.7455,1,0,0,368.7645,947.9513
71.39,0.5794,1,0,0,402.7759,474.3981
74.66,1.7067,1,0,0,596.9475,658.7812
40.54,1.6126,1,0,0,615.7696,657.2502
85.41,0.9637,2,0,0,564.9882,1039.407
70.5,0.6024,1,-1,0,373.9907,1817.636
36.92,-0.2641,2,0,0,431.7555,700.969
65.01,0.5878,2,0,0,511.8983,638.7462
51.01,0.8579,1,0,1,388.5101,642.6207
85.13,0.5083,2,0,1,471.1331,677.0836
31.08,-0.0768,1,0,1,518.41,487.9839
33.76,-1.4946,2,-1,0,315.0549,597.8907
75.54,0.7557,2,0,0,529.452,610.6153
79.74,0.0688,1,1,1,464.946,696.2375
32.67,-0.608,1,0,1,380.712,578.5244
39.02,-0.0407,1,0,0,445.5663,567.7518
68.7,1.1824,1,0,0,453.7522,1217.909
76.49,0.9962,1,0,0,430.9264,629.5511
24.53,1.3045,1,1,1,563.8047,1281.281
57.04,-1.6313,1,0,1,388.2931,640.1664
68.88,2.1106,1,1,0,494.7224,737.5793
86.72,-0.0594,1,0,1,466.7208,642.6207
82.41,1.3025,1,0,1,540.5595,674.5685
17,-1.1245,2,0,1,450.6337,868.3156
39.02,0.0116,1,0,1,410.9644,1000.093
71.39,1.6276,1,0,1,614.4282,577.0671
30.78,0.4218,1,0,1,436.1789,778.1364
70.34,1.9251,1,0,0,501.1438,1644.964
32.5,-0.244,1,0,1,418.6228,898.1214
35.34,1.7421,1,0,1,445.5589,857.0239
62.45,1.8569,1,0,1,428.7903,875.2265
30.59,-1.8368,1,1,0,523.9001,504.0185
81.13,1.6207,1,1,1,566.537,1405.316
68.7,-0.0786,1,-1,1,351.4223,1026.496
53.77,-0.6395,1,1,0,467.5775,833.5526
78.86,1.835,1,0,1,507.4057,619.6011
30.34,-1.2871,3,1,1,380.2288,1087.994
24.98,-0.2015,1,1,1,477.2278,1159.529
73.91,0.5976,1,0,1,425.5343,809.9561
26.64,-0.5774,2,0,1,448.4232,677.0836
75.13,-0.4283,1,0,0,526.4883,1751.377
51.56,-0.2772,1,0,0,470.2968,785.0401
73.71,0.5583,1,0,1,308.8797,405.3383
62.13,-0.9628,1,0,1,415.4302,423.6999
